"Nstates","Tstates","tpurity","Ncount","Tcount","log.ratios","state"
2,0,0.9,13,0,-2.30258509299405,6
1,0,0.9,11,0,-2.30258509299405,1
2,0,0.9,25,0,-2.30258509299405,6
3,0,0.9,34,0,-2.30258509299405,11
2,0,0.9,20,0,-2.30258509299405,6
3,0,0.9,23,0,-2.30258509299405,11
2,0,0.9,30,0,-2.30258509299405,6
1,0,0.9,16,0,-2.30258509299405,1
3,0,0.9,25,0,-2.30258509299405,11
1,0,0.9,14,0,-2.30258509299405,1
3,0,0.9,37,0,-2.30258509299405,11
1,0,0.9,5,0,-2.30258509299405,1
2,0,0.9,18,0,-2.30258509299405,6
1,0,0.9,12,0,-2.30258509299405,1
3,0,0.9,31,0,-2.30258509299405,11
3,0,0.9,26,0,-2.30258509299405,11
2,0,0.9,20,0,-2.30258509299405,6
3,0,0.9,32,0,-2.30258509299405,11
1,0,0.9,10,0,-2.30258509299405,1
2,0,0.9,25,0,-2.30258509299405,6
1,0,0.9,9,0,-2.30258509299405,1
2,0,0.9,24,0,-2.30258509299405,6
1,0,0.9,6,0,-2.30258509299405,1
1,0,0.9,15,0,-2.30258509299405,1
2,0,0.9,20,0,-2.30258509299405,6
3,0,0.9,29,0,-2.30258509299405,11
1,0,0.9,18,0,-2.30258509299405,1
3,0,0.9,26,0,-2.30258509299405,11
2,0,0.9,24,0,-2.30258509299405,6
3,0,0.9,32,0,-2.30258509299405,11
2,0,0.9,15,0,-2.30258509299405,6
1,0,0.9,13,0,-2.30258509299405,1
3,0,0.9,21,0,-2.30258509299405,11
3,0,0.9,23,0,-2.30258509299405,11
2,0,0.9,17,0,-2.30258509299405,6
1,0,0.9,13,0,-2.30258509299405,1
2,0,0.9,16,0,-2.30258509299405,6
3,0,0.9,35,0,-2.30258509299405,11
1,0,0.9,13,0,-2.30258509299405,1
1,0,0.9,14,0,-2.30258509299405,1
2,0,0.9,17,0,-2.30258509299405,6
3,0,0.9,31,0,-2.30258509299405,11
1,0,0.9,9,0,-2.30258509299405,1
2,0,0.9,19,0,-2.30258509299405,6
1,0,0.9,8,0,-2.30258509299405,1
3,0,0.9,32,0,-2.30258509299405,11
1,0,0.9,10,0,-2.30258509299405,1
1,0,0.9,7,0,-2.30258509299405,1
2,0,0.9,22,0,-2.30258509299405,6
2,0,0.9,20,0,-2.30258509299405,6
3,0,0.9,34,0,-2.30258509299405,11
1,0,0.9,9,0,-2.30258509299405,1
3,0,0.9,28,0,-2.30258509299405,11
1,0,0.9,7,0,-2.30258509299405,1
3,0,0.9,32,0,-2.30258509299405,11
1,0,0.9,9,0,-2.30258509299405,1
3,0,0.9,26,0,-2.30258509299405,11
2,0,0.9,14,0,-2.30258509299405,6
3,0,0.9,31,0,-2.30258509299405,11
2,0,0.9,11,0,-2.30258509299405,6
3,0,0.9,28,0,-2.30258509299405,11
3,0,0.9,37,0,-2.30258509299405,11
1,0,0.9,9,0,-2.30258509299405,1
2,0,0.9,23,0,-2.30258509299405,6
3,0,0.9,31,0,-2.30258509299405,11
1,0,0.9,11,0,-2.30258509299405,1
2,0,0.9,22,0,-2.30258509299405,6
3,0,0.9,29,0,-2.30258509299405,11
2,0,0.9,22,0,-2.30258509299405,6
2,0,0.9,25,0,-2.30258509299405,6
1,0,0.9,12,0,-2.30258509299405,1
3,0,0.9,22,0,-2.30258509299405,11
2,0,0.9,18,0,-2.30258509299405,6
3,0,0.9,35,0,-2.30258509299405,11
3,0,0.9,32,0,-2.30258509299405,11
1,0,0.9,9,0,-2.30258509299405,1
2,0,0.9,11,0,-2.30258509299405,6
1,0,0.9,10,0,-2.30258509299405,1
2,0,0.9,21,0,-2.30258509299405,6
1,0,0.9,7,0,-2.30258509299405,1
2,0,0.9,26,0,-2.30258509299405,6
2,0,0.9,15,0,-2.30258509299405,6
2,0,0.9,19,0,-2.30258509299405,6
3,0,0.9,31,0,-2.30258509299405,11
1,0,0.9,12,0,-2.30258509299405,1
2,0,0.9,18,0,-2.30258509299405,6
1,0,0.9,10,0,-2.30258509299405,1
2,0,0.9,24,0,-2.30258509299405,6
3,0,0.9,29,0,-2.30258509299405,11
1,0,0.9,5,0,-2.30258509299405,1
2,0,0.9,14,0,-2.30258509299405,6
3,0,0.9,27,0,-2.30258509299405,11
1,0,0.9,7,0,-2.30258509299405,1
2,0,0.9,23,0,-2.30258509299405,6
3,0,0.9,29,0,-2.30258509299405,11
1,0,0.9,9,0,-2.30258509299405,1
2,0,0.9,22,0,-2.30258509299405,6
1,0,0.9,15,0,-2.30258509299405,1
2,0,0.9,21,0,-2.30258509299405,6
3,0,0.9,34,0,-2.30258509299405,11
1,0,0.9,12,0,-2.30258509299405,1
3,0,0.9,23,0,-2.30258509299405,11
1,0,0.9,6,0,-2.30258509299405,1
3,0,0.9,30,0,-2.30258509299405,11
2,0,0.9,17,0,-2.30258509299405,6
1,0,0.9,6,0,-2.30258509299405,1
2,0,0.9,18,0,-2.30258509299405,6
3,0,0.9,32,0,-2.30258509299405,11
1,0,0.9,8,0,-2.30258509299405,1
2,0,0.9,9,0,-2.30258509299405,6
3,0,0.9,28,0,-2.30258509299405,11
1,0,0.9,12,0,-2.30258509299405,1
2,0,0.9,13,0,-2.30258509299405,6
1,0,0.9,9,0,-2.30258509299405,1
2,0,0.9,14,0,-2.30258509299405,6
3,0,0.9,27,0,-2.30258509299405,11
1,0,0.9,8,0,-2.30258509299405,1
3,0,0.9,33,0,-2.30258509299405,11
2,0,0.9,14,0,-2.30258509299405,6
1,0,0.9,7,0,-2.30258509299405,1
3,0,0.9,37,0,-2.30258509299405,11
2,0,0.9,18,0,-2.30258509299405,6
1,0,0.9,15,0,-2.30258509299405,1
2,0,0.9,22,0,-2.30258509299405,6
1,0,0.9,9,0,-2.30258509299405,1
3,0,0.9,29,0,-2.30258509299405,11
1,0,0.9,9,0,-2.30258509299405,1
3,0,0.9,29,0,-2.30258509299405,11
3,0,0.9,38,0,-2.30258509299405,11
3,0,0.9,30,0,-2.30258509299405,11
2,0,0.9,20,0,-2.30258509299405,6
2,0,0.9,24,0,-2.30258509299405,6
1,0,0.9,9,0,-2.30258509299405,1
1,0,0.9,7,0,-2.30258509299405,1
1,0,0.9,7,0,-2.30258509299405,1
2,0,0.9,21,0,-2.30258509299405,6
1,0,0.9,8,0,-2.30258509299405,1
3,0,0.9,22,0,-2.30258509299405,11
2,0,0.9,21,0,-2.30258509299405,6
3,0,0.9,29,0,-2.30258509299405,11
1,0,0.9,14,0,-2.30258509299405,1
2,0,0.9,20,0,-2.30258509299405,6
3,0,0.9,29,0,-2.30258509299405,11
2,0,0.9,20,0,-2.30258509299405,6
1,0,0.9,10,0,-2.30258509299405,1
3,0,0.9,31,0,-2.30258509299405,11
2,0,0.9,25,0,-2.30258509299405,6
3,0,0.9,34,0,-2.30258509299405,11
1,0,0.9,14,0,-2.30258509299405,1
2,0,0.9,24,0,-2.30258509299405,6
1,0,0.9,18,0,-2.30258509299405,1
2,0,0.9,13,0,-2.30258509299405,6
3,0,0.9,33,0,-2.30258509299405,11
1,0,0.9,14,0,-2.30258509299405,1
2,0,0.9,19,0,-2.30258509299405,6
1,0,0.9,10,0,-2.30258509299405,1
2,0,0.9,18,0,-2.30258509299405,6
2,0,0.9,18,0,-2.30258509299405,6
2,0,0.9,16,0,-2.30258509299405,6
1,0,0.9,11,0,-2.30258509299405,1
2,0,0.9,21,0,-2.30258509299405,6
1,0,0.9,10,0,-2.30258509299405,1
2,0,0.9,15,0,-2.30258509299405,6
1,0,0.9,7,0,-2.30258509299405,1
2,0,0.9,16,0,-2.30258509299405,6
3,0,0.9,26,0,-2.30258509299405,11
1,0,0.9,10,0,-2.30258509299405,1
3,0,0.9,36,0,-2.30258509299405,11
3,0,0.9,33,0,-2.30258509299405,11
1,0,0.9,8,0,-2.30258509299405,1
3,0,0.9,26,0,-2.30258509299405,11
1,0,0.9,9,0,-2.30258509299405,1
2,0,0.9,27,0,-2.30258509299405,6
1,0,0.9,9,0,-2.30258509299405,1
2,0,0.9,16,0,-2.30258509299405,6
3,0,0.9,25,0,-2.30258509299405,11
2,0,0.9,19,0,-2.30258509299405,6
1,0,0.9,8,0,-2.30258509299405,1
2,0,0.9,14,0,-2.30258509299405,6
1,0,0.9,5,0,-2.30258509299405,1
3,0,0.9,27,0,-2.30258509299405,11
3,0,0.9,28,0,-2.30258509299405,11
2,0,0.9,15,0,-2.30258509299405,6
3,0,0.9,24,0,-2.30258509299405,11
2,0,0.9,22,0,-2.30258509299405,6
2,0,0.9,22,0,-2.30258509299405,6
1,0,0.9,10,0,-2.30258509299405,1
2,0,0.9,20,0,-2.30258509299405,6
2,0,0.9,17,0,-2.30258509299405,6
3,0,0.9,26,0,-2.30258509299405,11
3,0,0.9,35,0,-2.30258509299405,11
1,0,0.9,11,0,-2.30258509299405,1
3,0,0.9,26,0,-2.30258509299405,11
1,0,0.9,14,0,-2.30258509299405,1
3,0,0.9,24,0,-2.30258509299405,11
2,0,0.9,32,0,-2.30258509299405,6
1,0,0.9,10,0,-2.30258509299405,1
3,0,0.9,40,0,-2.30258509299405,11
2,0,0.9,26,0,-2.30258509299405,6
1,0,0.9,9,0,-2.30258509299405,1
2,0,0.9,24,0,-2.30258509299405,6
3,0,0.9,37,0,-2.30258509299405,11
2,0,0.9,21,0,-2.30258509299405,6
3,0,0.9,38,0,-2.30258509299405,11
2,0,0.9,23,0,-2.30258509299405,6
3,0,0.9,22,0,-2.30258509299405,11
2,0,0.9,19,0,-2.30258509299405,6
3,0,0.9,29,0,-2.30258509299405,11
1,0,0.9,8,0,-2.30258509299405,1
2,0,0.9,20,0,-2.30258509299405,6
3,0,0.9,35,0,-2.30258509299405,11
1,0,0.9,5,0,-2.30258509299405,1
3,0,0.9,39,0,-2.30258509299405,11
1,0,0.9,14,0,-2.30258509299405,1
2,0,0.9,24,0,-2.30258509299405,6
2,0,0.9,22,0,-2.30258509299405,6
2,0,0.9,23,0,-2.30258509299405,6
3,0,0.9,33,0,-2.30258509299405,11
1,0,0.9,12,0,-2.30258509299405,1
3,0,0.9,34,0,-2.30258509299405,11
2,0,0.9,32,0,-2.30258509299405,6
3,0,0.9,34,0,-2.30258509299405,11
1,4,0.7,18,27,0.300104592450338,5
3,4,0.7,26,31,0.126293725324292,15
3,4,0.7,24,30,0.161268147596122,15
2,4,0.7,18,36,0.53062825106217,10
3,4,0.7,24,37,0.321479452035072,15
2,4,0.7,14,33,0.667829372575655,10
3,4,0.7,32,36,0.083881483980702,15
2,4,0.7,30,26,-0.0979804083602037,10
1,4,0.7,11,31,0.82098055206983,5
3,4,0.7,28,25,-0.0779615414697118,15
2,4,0.7,19,24,0.169076330043934,10
2,4,0.7,11,38,0.99996320759827,10
3,4,0.7,33,28,-0.112117298120706,15
2,4,0.7,22,28,0.174716957408735,10
1,4,0.7,10,39,1.10856261952128,5
1,4,0.7,12,39,0.945849534115699,5
2,4,0.7,19,38,0.53062825106217,10
1,4,0.7,6,38,1.55462967593911,5
2,4,0.7,10,26,0.751416088683921,10
3,4,0.7,23,35,0.311313676985058,15
2,4,0.7,28,31,0.0723206615796261,10
1,4,0.7,9,31,0.997358554962937,5
3,4,0.7,33,24,-0.211843996060276,15
2,4,0.7,19,32,0.39133059717326,10
1,4,0.7,9,30,0.968250470804866,5
1,4,0.7,7,28,1.1314021114911,5
3,4,0.7,31,24,-0.172051890156499,15
2,4,0.7,31,37,0.127058878118905,10
1,4,0.7,7,42,1.50407739677627,5
2,4,0.7,19,37,0.508718141426426,10
2,4,0.7,15,33,0.609765571620894,10
3,4,0.7,35,39,0.0769610411361282,15
2,4,0.7,25,38,0.31042155942127,10
3,4,0.7,34,24,-0.230523658611832,15
2,4,0.7,23,30,0.19313247289817,10
3,4,0.7,33,29,-0.0886656370856563,15
2,4,0.7,22,27,0.147635998806065,10
2,4,0.7,20,30,0.300104592450338,10
1,4,0.7,11,37,0.976273436475865,5
3,4,0.7,29,32,0.0699119891987145,15
3,4,0.7,27,32,0.121889817609037,15
2,4,0.7,18,31,0.409161969989491,10
1,4,0.7,5,26,1.37118072330984,5
3,4,0.7,35,36,0.0198026272961797,15
1,4,0.7,13,38,0.852777326151829,5
2,4,0.7,23,40,0.416992613279232,10
3,4,0.7,24,33,0.233093882167378,15
3,4,0.7,36,23,-0.291392651848317,15
1,4,0.7,12,28,0.659245628884264,5
2,4,0.7,14,34,0.693147180559945,10
1,4,0.7,13,32,0.704619581722182,5
3,4,0.7,27,44,0.365157384620071,15
1,4,0.7,8,29,1.04292338280752,5
2,4,0.7,25,35,0.246860077931526,10
1,4,0.7,12,29,0.688971809149465,5
3,4,0.7,22,34,0.32340015505386,15
1,4,0.7,12,32,0.773189888233482,5
3,4,0.7,31,37,0.127058878118905,15
2,4,0.7,25,30,0.131028262406404,10
3,4,0.7,27,32,0.121889817609037,15
1,4,0.7,7,34,1.30833281965018,5
3,4,0.7,42,27,-0.287682072451781,15
2,4,0.7,15,37,0.706392407309966,10
1,4,0.7,5,24,1.29746314741327,5
2,4,0.7,21,40,0.490622916448471,10
1,4,0.7,7,25,1.02961941718116,5
2,4,0.7,20,30,0.300104592450338,10
3,4,0.7,28,28,0,15
1,4,0.7,5,33,1.59330853050422,5
3,4,0.7,38,32,-0.117125357237413,15
2,4,0.7,21,25,0.125163142954006,10
1,4,0.7,11,41,1.06784063000136,5
2,4,0.7,23,36,0.333361814206821,10
3,4,0.7,30,33,0.0676586484738149,15
2,4,0.7,18,44,0.698687360935561,10
1,4,0.7,5,31,1.53471436623816,5
1,4,0.7,10,45,1.23837423104327,5
3,4,0.7,31,22,-0.227183960851215,15
2,4,0.7,15,29,0.502793452068726,10
1,4,0.7,6,40,1.6027489242833,5
2,4,0.7,19,41,0.593617585212912,10
3,4,0.7,24,32,0.209720530982069,15
3,4,0.7,30,43,0.264925085329165,15
2,4,0.7,23,36,0.333361814206821,10
1,4,0.7,9,39,1.20397280432594,5
2,4,0.7,18,34,0.483796951378071,10
3,4,0.7,25,38,0.31042155942127,15
1,4,0.7,9,28,0.907362101129853,5
2,4,0.7,21,36,0.405465108108164,10
1,4,0.7,7,37,1.38629436111989,5
3,4,0.7,38,39,0.0182534403093505,15
1,4,0.7,18,34,0.483796951378071,5
2,4,0.7,21,34,0.360002734031407,10
3,4,0.7,36,26,-0.216223108469636,15
2,4,0.7,17,21,0.152468593644274,10
3,4,0.7,27,19,-0.232445943976523,15
1,4,0.7,13,36,0.80578881671591,5
3,4,0.7,34,31,-0.0637545148253625,15
3,4,0.7,19,44,0.652873281422005,15
2,4,0.7,12,50,1.16834562668278,10
3,4,0.7,40,28,-0.23572233352107,15
2,4,0.7,14,38,0.78845736036427,10
1,4,0.7,10,32,0.932164081030445,5
3,4,0.7,19,33,0.41593640797546,15
2,4,0.7,16,35,0.60499879378324,10
3,4,0.7,33,39,0.119801199812621,15
2,4,0.7,19,19,0,10
3,4,0.7,30,34,0.0892311337279426,15
3,4,0.7,39,36,-0.055350095083165,15
3,4,0.7,31,34,0.0655460778978709,15
1,4,0.7,14,28,0.53062825106217,5
3,4,0.7,26,35,0.216970692207129,15
2,4,0.7,21,26,0.154150679827258,10
3,4,0.7,40,31,-0.17138161675562,15
2,4,0.7,23,30,0.19313247289817,10
3,4,0.7,38,35,-0.0568488642321524,15
2,4,0.7,20,42,0.570979546585738,10
3,4,0.7,24,31,0.185787764770441,15
1,4,0.7,12,31,0.745897745945474,5
3,4,0.7,28,28,0,15
1,4,0.7,11,35,0.927140747898221,5
2,4,0.7,17,38,0.623103336827019,10
3,4,0.7,28,26,-0.0512932943875505,15
2,4,0.7,26,40,0.319851355385173,10
3,4,0.7,33,30,-0.0657513775627804,15
3,4,0.7,24,24,0,15
2,4,0.7,28,39,0.24294617861039,10
1,4,0.7,6,45,1.71379792775834,5
3,4,0.7,32,33,0.0216391751034812,15
2,4,0.7,17,32,0.48097266061631,10
1,4,0.7,5,23,1.25846098961001,5
1,4,0.7,12,36,0.8754687373539,5
2,4,0.7,18,30,0.382992252256106,10
2,4,0.7,22,31,0.251819351290876,10
3,4,0.7,25,30,0.131028262406404,15
2,4,0.7,19,36,0.486317204737259,10
1,4,0.7,15,43,0.835803480961469,5
2,4,0.7,20,40,0.53062825106217,10
2,4,0.7,19,35,0.463402945214384,10
3,4,0.7,30,39,0.19062035960865,15
2,4,0.7,16,38,0.674219170674426,10
1,4,0.7,9,33,1.05314991459135,5
3,4,0.7,33,39,0.119801199812621,15
2,4,0.7,20,27,0.219135529916671,10
3,4,0.7,26,30,0.102278849120418,15
2,4,0.7,22,39,0.432372561028089,10
1,4,0.7,14,36,0.741937344729377,5
3,4,0.7,33,35,0.0415490029128727,15
2,4,0.7,23,29,0.167722757372802,10
1,4,0.7,11,28,0.733241637761823,5
2,4,0.7,19,35,0.463402945214384,10
2,4,0.7,12,30,0.717839793150317,10
1,4,0.7,11,36,0.952008814476234,5
3,4,0.7,36,36,0,15
2,4,0.7,19,40,0.573058858191876,10
1,4,0.7,11,33,0.8754687373539,5
3,4,0.7,35,25,-0.22314355131421,15
1,4,0.7,10,28,0.815364813284194,5
3,4,0.7,33,37,0.0814403319401743,15
1,4,0.7,12,35,0.8508629265517,5
3,4,0.7,28,37,0.20294084399669,15
3,4,0.7,40,34,-0.110931560707282,15
1,4,0.7,7,39,1.43508452528932,5
3,4,0.7,32,32,0,15
1,4,0.7,8,41,1.35776627750535,5
3,4,0.7,29,36,0.156119184399931,15
1,4,0.7,13,39,0.8754687373539,5
3,4,0.7,26,38,0.279960026357871,15
2,4,0.7,21,26,0.154150679827258,10
3,4,0.7,35,40,0.0953101798043249,15
2,4,0.7,20,30,0.300104592450338,10
3,4,0.7,36,35,-0.019635974516859,15
2,4,0.7,20,28,0.246860077931526,10
3,4,0.7,34,23,-0.256791585432443,15
2,4,0.7,13,32,0.704619581722182,10
1,4,0.7,15,30,0.53062825106217,5
2,4,0.7,16,46,0.838329190404443,10
2,4,0.7,18,38,0.575364144903562,10
1,4,0.7,7,35,1.33500106673234,5
2,4,0.7,22,31,0.251819351290876,10
3,4,0.7,33,33,0,15
1,4,0.7,17,29,0.401535829968275,5
2,4,0.7,23,28,0.141650517063027,10
1,4,0.7,18,40,0.61818414208649,5
2,4,0.7,24,34,0.255933374137201,10
1,4,0.7,10,37,1.06125650212434,5
3,4,0.7,27,27,0,15
2,4,0.7,18,29,0.356119234005009,10
1,4,0.7,13,34,0.756483055731756,5
2,4,0.7,14,36,0.741937344729377,10
3,4,0.7,19,33,0.41593640797546,15
2,4,0.7,19,32,0.39133059717326,10
1,4,0.7,11,29,0.763351439233194,5
3,4,0.7,39,33,-0.113944259349218,15
1,4,0.7,6,36,1.50407739677627,5
2,4,0.7,26,39,0.300104592450338,10
3,4,0.7,31,24,-0.172051890156499,15
1,4,0.7,10,41,1.15373158788919,5
3,4,0.7,22,30,0.226773319364789,15
1,4,0.7,8,30,1.07329448068382,5
2,4,0.7,22,32,0.276253376628158,10
1,4,0.7,8,39,1.31170550412882,5
3,4,0.7,28,38,0.22314355131421,15
1,4,0.7,9,29,0.93826963859293,5
3,4,0.7,28,40,0.262364264467491,15
2,4,0.7,22,36,0.368423836427815,10
3,4,0.7,30,34,0.0892311337279426,15
1,4,0.7,7,30,1.19392246847243,5
2,4,0.7,28,32,0.0953101798043249,10
1,4,0.7,17,27,0.34484048629173,5
3,4,0.7,25,33,0.202124184090134,15
1,4,0.7,12,34,0.825636363606024,5
2,4,0.7,21,45,0.587786664902119,10
3,4,0.7,26,38,0.279960026357871,15
3,4,0.7,22,27,0.147635998806065,15
1,4,0.7,15,31,0.557709209664841,5
1,4,0.7,9,27,0.8754687373539,5
1,4,0.7,10,27,0.783901543828409,5
3,4,0.7,32,31,-0.022117805253619,15
1,4,0.7,6,29,1.30381813929565,5
2,4,0.7,19,39,0.55206858230004,10
1,4,0.7,8,30,1.07329448068382,5
1,4,0.7,12,36,0.8754687373539,5
3,4,0.7,32,35,0.0635614814897446,15
2,4,0.7,16,32,0.53062825106217,10
1,4,0.7,7,41,1.48160454092422,5
1,4,0.7,11,42,1.08947980510484,5
3,4,0.7,24,23,-0.0296004697762909,15
1,4,0.7,12,28,0.659245628884264,5
2,4,0.7,19,41,0.593617585212912,10
3,4,0.7,25,36,0.268499253035007,15
2,4,0.7,20,34,0.398776119957368,10
3,4,0.7,30,39,0.19062035960865,15
1,4,0.7,8,30,1.07329448068382,5
2,4,0.7,18,32,0.434664262800427,10
3,4,0.7,33,30,-0.0657513775627804,15
3,4,0.7,44,26,-0.337381741004053,15
2,4,0.7,18,27,0.300104592450338,10
3,4,0.7,28,34,0.139761942375159,15
2,4,0.7,14,26,0.470003629245735,10
1,4,0.7,11,24,0.602824542266659,5
2,4,0.7,20,38,0.488580014818671,10
3,4,0.7,27,31,0.0986715275070296,15
3,4,0.7,33,39,0.119801199812621,15
2,4,0.7,26,32,0.149745386359342,10
1,4,0.7,12,28,0.659245628884264,5
2,4,0.7,18,31,0.409161969989491,10
1,4,0.7,16,27,0.392886325901304,5
2,4,0.7,17,34,0.53062825106217,10
1,4,0.7,5,32,1.56444054650336,5
2,4,0.7,16,25,0.331997956226292,10
1,4,0.7,12,34,0.825636363606024,5
3,4,0.7,29,36,0.156119184399931,15
2,4,0.7,14,42,0.8754687373539,10
1,4,0.7,13,22,0.395155738449303,5
3,4,0.7,21,29,0.23638877806423,15
2,4,0.7,17,26,0.315240016515439,10
3,4,0.7,24,39,0.362905493689368,15
2,4,0.7,18,29,0.356119234005009,10
1,4,0.7,14,29,0.559615787935423,5
3,4,0.7,28,34,0.139761942375159,15
1,4,0.7,5,30,1.50407739677627,5
1,4,0.7,6,22,1.05314991459135,5
2,4,0.7,24,35,0.278262850535289,10
3,4,0.7,20,31,0.325700139639302,15
1,4,0.7,4,24,1.50407739677627,5
3,4,0.7,33,36,0.06169356900534,15
2,4,0.7,26,30,0.102278849120418,10
3,4,0.7,34,33,-0.0208031276297633,15
2,4,0.7,15,31,0.557709209664841,10
2,4,0.7,19,33,0.41593640797546,10
2,4,0.7,20,38,0.488580014818671,10
3,4,0.7,34,35,0.0203791623366523,15
2,4,0.7,15,40,0.773189888233482,10
1,4,0.7,7,30,1.19392246847243,5
2,4,0.7,20,33,0.375005900623456,10
2,4,0.7,12,35,0.8508629265517,10
2,4,0.7,17,33,0.506108633887852,10
3,4,0.7,33,42,0.174716957408735,15
1,4,0.7,9,39,1.20397280432594,5
2,4,0.7,20,35,0.421994410059375,10
3,4,0.7,29,37,0.176557852077205,15
1,4,0.7,6,35,1.47780946995566,5
1,4,0.7,8,34,1.18631786908722,5
1,4,0.7,7,25,1.02961941718116,5
3,4,0.7,29,36,0.156119184399931,15
2,4,0.7,19,40,0.573058858191876,10
3,4,0.7,28,28,0,15
1,4,0.7,13,35,0.781439787705624,5
2,4,0.7,18,39,0.597003320007043,10
3,4,0.7,29,33,0.0921704597996571,15
3,4,0.7,34,41,0.134633726008239,15
1,4,0.7,13,41,0.919362930911125,5
1,4,0.7,13,32,0.704619581722182,5
3,4,0.7,36,27,-0.192371892647456,15
1,4,0.7,8,41,1.35776627750535,5
2,4,0.7,21,35,0.382992252256106,10
1,4,0.7,6,25,1.16834562668278,5
3,4,0.7,27,32,0.121889817609037,15
1,4,0.7,10,38,1.08518926833597,5
3,4,0.7,37,32,-0.0993724738132037,15
1,4,0.7,11,29,0.763351439233194,5
3,4,0.7,30,30,0,15
2,4,0.7,16,35,0.60499879378324,10
3,4,0.7,36,28,-0.169076330043934,15
3,4,0.7,30,32,0.0456105112520523,15
1,4,0.7,11,48,1.21031627824811,5
2,4,0.7,5,33,1.59330853050422,10
1,4,0.7,13,38,0.852777326151829,5
3,4,0.7,31,38,0.146750091009087,15
1,4,0.7,17,33,0.506108633887852,5
3,4,0.7,23,32,0.242093300093872,15
1,4,0.7,6,34,1.45083288225746,5
1,4,0.7,8,32,1.1314021114911,5
2,4,0.7,19,25,0.199713299505824,10
3,4,0.7,36,28,-0.169076330043934,15
2,4,0.7,23,38,0.376051222901871,10
2,4,0.7,20,35,0.421994410059375,10
1,4,0.7,18,31,0.409161969989491,5
2,4,0.7,23,31,0.217912501896657,10
1,4,0.7,9,46,1.35526225187216,5
1,4,0.7,10,31,0.904218150639886,5
2,4,0.7,15,31,0.557709209664841,10
3,4,0.7,36,20,-0.372675285285174,15
2,4,0.7,16,38,0.674219170674426,10
3,4,0.7,16,36,0.628608659422374,15
1,4,0.7,10,36,1.03673688495002,5
3,4,0.7,25,49,0.51402051466251,15
2,4,0.7,26,40,0.319851355385173,10
2,4,0.7,16,38,0.674219170674426,10
3,4,0.7,26,20,-0.176186568226439,15
2,4,0.7,18,37,0.553246339649943,10
3,4,0.7,39,34,-0.0940289496482763,15
1,4,0.7,8,23,0.838329190404443,5
2,4,0.7,22,31,0.251819351290876,10
2,4,0.7,17,43,0.727832738547835,10
3,4,0.7,28,31,0.0723206615796261,15
2,4,0.7,22,38,0.411507422564127,10
3,4,0.7,26,38,0.279960026357871,15
1,4,0.7,10,35,1.01160091167848,5
3,4,0.7,32,38,0.123323216031999,15
1,4,0.7,6,36,1.50407739677627,5
2,4,0.7,19,32,0.39133059717326,10
1,4,0.7,18,36,0.53062825106217,5
3,4,0.7,32,22,-0.246860077931526,15
1,4,0.7,12,32,0.773189888233482,5
3,4,0.7,32,37,0.103796793681644,15
1,4,0.7,11,32,0.848595719102804,5
1,4,0.7,9,18,0.53062825106217,5
3,4,0.7,28,40,0.262364264467491,15
1,4,0.7,13,36,0.80578881671591,5
2,4,0.7,15,29,0.502793452068726,10
3,4,0.7,30,47,0.334088445265937,15
2,4,0.7,11,27,0.702197016079863,10
1,4,0.7,3,38,2.21557371600442,5
3,4,0.7,33,45,0.226773319364788,15
1,4,0.7,7,27,1.09861228866811,5
2,4,0.7,19,41,0.593617585212912,10
1,4,0.7,15,37,0.706392407309966,5
3,4,0.7,26,37,0.259401299336834,15
1,4,0.7,5,27,1.40609698841607,5
2,4,0.7,17,28,0.373589899577715,10
1,4,0.7,7,28,1.1314021114911,5
2,4,0.7,18,38,0.575364144903562,10
3,4,0.7,31,25,-0.145585316968335,15
2,4,0.7,18,32,0.434664262800427,10
2,4,0.7,23,36,0.333361814206821,10
1,4,0.7,10,38,1.08518926833597,5
2,4,0.7,23,34,0.288768438664002,10
1,4,0.7,13,35,0.781439787705624,5
3,4,0.7,23,32,0.242093300093872,15
1,4,0.7,8,41,1.35776627750535,5
3,4,0.7,33,38,0.100804699121965,15
2,4,0.7,22,30,0.226773319364789,10
1,4,0.7,5,29,1.47247205736094,5
1,4,0.7,10,23,0.647103242058538,5
3,4,0.7,22,28,0.174716957408735,15
2,4,0.7,27,41,0.309660979170556,10
2,4,0.7,26,33,0.172659645882218,10
1,4,0.7,15,34,0.634811603546982,5
3,4,0.7,22,30,0.226773319364789,15
1,4,0.7,11,27,0.702197016079863,5
3,4,0.7,25,35,0.246860077931526,15
2,4,0.7,17,22,0.187211542088146,10
3,4,0.7,28,30,0.048790164169432,15
1,4,0.7,11,37,0.976273436475865,5
2,4,0.7,16,26,0.362905493689368,10
2,4,0.7,15,34,0.634811603546982,10
1,4,0.7,5,34,1.62136648329937,5
3,4,0.7,28,35,0.161268147596123,15
2,4,0.7,14,45,0.936093359170335,10
1,4,0.7,15,42,0.815364813284194,5
2,4,0.7,27,40,0.290455999334506,10
2,4,0.7,13,32,0.704619581722182,10
1,4,0.7,8,33,1.15923691048454,5
2,4,0.7,18,36,0.53062825106217,10
3,4,0.7,29,36,0.156119184399931,15
1,4,0.7,11,26,0.670157662335247,5
2,4,0.7,26,32,0.149745386359342,10
3,4,0.7,34,32,-0.0420482362434994,15
1,4,0.7,5,30,1.50407739677627,5
3,4,0.7,41,28,-0.250966056913509,15
