"","Nstates","Tstates","tpurity","Ncount","Tcount","log.ratios","state","hiddenstate","hiddenNstate","hiddenTstate","consistance"
"3016",1,0,0.9,5,0,-2.30258509299405,1,1,1,0,TRUE
"3017",2,0,0.9,17,0,-2.30258509299405,6,1,1,0,FALSE
"3018",2,0,0.9,24,0,-2.30258509299405,6,1,1,0,FALSE
"3019",2,0,0.9,18,0,-2.30258509299405,6,1,1,0,FALSE
"3020",1,0,0.9,10,0,-2.30258509299405,1,1,1,0,TRUE
"3021",1,0,0.9,11,0,-2.30258509299405,1,1,1,0,TRUE
"3022",3,0,0.9,32,0,-2.30258509299405,11,1,1,0,FALSE
"3023",1,0,0.9,10,0,-2.30258509299405,1,1,1,0,TRUE
"3024",2,0,0.9,15,0,-2.30258509299405,6,1,1,0,FALSE
"3025",1,0,0.9,10,0,-2.30258509299405,1,1,1,0,TRUE
"3026",3,0,0.9,32,0,-2.30258509299405,11,1,1,0,FALSE
"3027",3,0,0.9,35,0,-2.30258509299405,11,1,1,0,FALSE
"3028",3,0,0.9,30,0,-2.30258509299405,11,1,1,0,FALSE
"3029",2,0,0.9,21,0,-2.30258509299405,6,1,1,0,FALSE
"3030",3,0,0.9,26,0,-2.30258509299405,11,1,1,0,FALSE
"3031",1,0,0.9,11,0,-2.30258509299405,1,1,1,0,TRUE
"3032",1,0,0.9,11,0,-2.30258509299405,1,1,1,0,TRUE
"3033",2,0,0.9,22,0,-2.30258509299405,6,1,1,0,FALSE
"3034",1,0,0.9,13,0,-2.30258509299405,1,1,1,0,TRUE
"3035",3,0,0.9,31,0,-2.30258509299405,11,1,1,0,FALSE
"3036",1,0,0.9,12,0,-2.30258509299405,1,1,1,0,TRUE
"3037",1,0,0.9,10,0,-2.30258509299405,1,1,1,0,TRUE
"3038",2,0,0.9,24,0,-2.30258509299405,6,1,1,0,FALSE
"3039",1,0,0.9,7,0,-2.30258509299405,1,1,1,0,TRUE
"3040",1,0,0.9,7,0,-2.30258509299405,1,1,1,0,TRUE
"3041",3,0,0.9,40,0,-2.30258509299405,11,1,1,0,FALSE
"3042",1,0,0.9,8,0,-2.30258509299405,1,1,1,0,TRUE
"3043",3,0,0.9,29,0,-2.30258509299405,11,1,1,0,FALSE
"3044",1,0,0.9,10,0,-2.30258509299405,1,1,1,0,TRUE
"3045",3,0,0.9,24,0,-2.30258509299405,11,1,1,0,FALSE
"3046",2,0,0.9,22,0,-2.30258509299405,6,1,1,0,FALSE
"3047",1,0,0.9,7,0,-2.30258509299405,1,1,1,0,TRUE
"3048",3,0,0.9,33,0,-2.30258509299405,11,1,1,0,FALSE
"3049",1,0,0.9,11,0,-2.30258509299405,1,1,1,0,TRUE
"3050",2,0,0.9,18,0,-2.30258509299405,6,1,1,0,FALSE
"3051",3,0,0.9,29,0,-2.30258509299405,11,1,1,0,FALSE
"3052",2,0,0.9,20,0,-2.30258509299405,6,1,1,0,FALSE
"3053",3,0,0.9,33,0,-2.30258509299405,11,1,1,0,FALSE
"3054",1,0,0.9,11,0,-2.30258509299405,1,1,1,0,TRUE
"3055",2,0,0.9,14,0,-2.30258509299405,6,1,1,0,FALSE
"3056",1,0,0.9,6,0,-2.30258509299405,1,1,1,0,TRUE
"3057",1,0,0.9,16,0,-2.30258509299405,1,1,1,0,TRUE
"3058",3,0,0.9,29,0,-2.30258509299405,11,1,1,0,FALSE
"3059",1,0,0.9,16,0,-2.30258509299405,1,1,1,0,TRUE
"3060",3,0,0.9,27,0,-2.30258509299405,11,1,1,0,FALSE
"3061",2,0,0.9,17,0,-2.30258509299405,6,1,1,0,FALSE
"3062",3,0,0.9,28,0,-2.30258509299405,11,1,1,0,FALSE
"3063",2,0,0.9,15,0,-2.30258509299405,6,1,1,0,FALSE
"3064",3,0,0.9,39,0,-2.30258509299405,11,1,1,0,FALSE
"3065",1,0,0.9,13,0,-2.30258509299405,1,1,1,0,TRUE
"3066",3,0,0.9,25,0,-2.30258509299405,11,1,1,0,FALSE
"3067",2,0,0.9,24,0,-2.30258509299405,6,1,1,0,FALSE
"3068",3,0,0.9,32,0,-2.30258509299405,11,1,1,0,FALSE
"3069",2,0,0.9,24,0,-2.30258509299405,6,1,1,0,FALSE
"3070",3,0,0.9,28,0,-2.30258509299405,11,1,1,0,FALSE
"3071",2,0,0.9,13,0,-2.30258509299405,6,1,1,0,FALSE
"3072",3,0,0.9,33,0,-2.30258509299405,11,1,1,0,FALSE
"3073",2,0,0.9,22,0,-2.30258509299405,6,1,1,0,FALSE
"3074",1,0,0.9,14,0,-2.30258509299405,1,1,1,0,TRUE
"3075",1,0,0.9,10,0,-2.30258509299405,1,1,1,0,TRUE
"3076",3,0,0.9,32,0,-2.30258509299405,11,1,1,0,FALSE
"3077",1,0,0.9,8,0,-2.30258509299405,1,1,1,0,TRUE
"3078",3,0,0.9,28,0,-2.30258509299405,11,1,1,0,FALSE
"3079",1,0,0.9,8,0,-2.30258509299405,1,1,1,0,TRUE
"3080",3,0,0.9,30,0,-2.30258509299405,11,1,1,0,FALSE
"3081",1,0,0.9,9,0,-2.30258509299405,1,1,1,0,TRUE
"3082",3,0,0.9,29,0,-2.30258509299405,11,1,1,0,FALSE
"3083",2,0,0.9,24,0,-2.30258509299405,6,1,1,0,FALSE
"3084",3,0,0.9,27,0,-2.30258509299405,11,1,1,0,FALSE
"3085",1,0,0.9,9,0,-2.30258509299405,1,1,1,0,TRUE
"3086",3,0,0.9,33,0,-2.30258509299405,11,1,1,0,FALSE
"3087",2,0,0.9,17,0,-2.30258509299405,6,1,1,0,FALSE
"3088",3,0,0.9,28,0,-2.30258509299405,11,1,1,0,FALSE
"3089",1,0,0.9,8,0,-2.30258509299405,1,1,1,0,TRUE
"3090",3,0,0.9,27,0,-2.30258509299405,11,1,1,0,FALSE
"3091",1,0,0.9,8,0,-2.30258509299405,1,1,1,0,TRUE
"3092",2,0,0.9,22,0,-2.30258509299405,6,1,1,0,FALSE
"3093",2,0,0.9,27,0,-2.30258509299405,6,1,1,0,FALSE
"3094",1,0,0.9,9,0,-2.30258509299405,1,1,1,0,TRUE
"3095",2,0,0.9,16,0,-2.30258509299405,6,1,1,0,FALSE
"3096",1,0,0.9,13,0,-2.30258509299405,1,1,1,0,TRUE
"3097",2,0,0.9,20,0,-2.30258509299405,6,1,1,0,FALSE
"3098",1,0,0.9,18,0,-2.30258509299405,1,1,1,0,TRUE
"3099",3,0,0.9,33,0,-2.30258509299405,11,1,1,0,FALSE
"3100",1,0,0.9,9,0,-2.30258509299405,1,1,1,0,TRUE
"3101",2,0,0.9,18,0,-2.30258509299405,6,1,1,0,FALSE
"3102",1,0,0.9,8,0,-2.30258509299405,1,1,1,0,TRUE
"3103",3,0,0.9,21,0,-2.30258509299405,11,1,1,0,FALSE
"3104",2,0,0.9,21,0,-2.30258509299405,6,1,1,0,FALSE
"3105",3,0,0.9,31,0,-2.30258509299405,11,1,1,0,FALSE
"3106",2,0,0.9,20,0,-2.30258509299405,6,1,1,0,FALSE
"3107",2,0,0.9,16,0,-2.30258509299405,6,1,1,0,FALSE
"3108",1,0,0.9,5,0,-2.30258509299405,1,1,1,0,TRUE
"3109",2,0,0.9,20,0,-2.30258509299405,6,1,1,0,FALSE
"3110",1,0,0.9,10,0,-2.30258509299405,1,1,1,0,TRUE
"3111",2,0,0.9,17,0,-2.30258509299405,6,1,1,0,FALSE
"3112",3,0,0.9,30,0,-2.30258509299405,11,1,1,0,FALSE
"3113",1,0,0.9,8,0,-2.30258509299405,1,1,1,0,TRUE
"3114",2,0,0.9,15,0,-2.30258509299405,6,1,1,0,FALSE
"3115",2,0,0.9,18,0,-2.30258509299405,6,1,1,0,FALSE
"3116",1,0,0.9,13,0,-2.30258509299405,1,1,1,0,TRUE
"3117",3,0,0.9,23,0,-2.30258509299405,11,1,1,0,FALSE
"3118",1,0,0.9,7,0,-2.30258509299405,1,1,1,0,TRUE
"3119",3,0,0.9,24,0,-2.30258509299405,11,1,1,0,FALSE
"3120",2,0,0.9,16,0,-2.30258509299405,6,1,1,0,FALSE
"3121",2,0,0.9,23,0,-2.30258509299405,6,1,1,0,FALSE
"3122",3,0,0.9,24,0,-2.30258509299405,11,1,1,0,FALSE
"3123",2,0,0.9,11,0,-2.30258509299405,6,1,1,0,FALSE
"3124",1,0,0.9,8,0,-2.30258509299405,1,1,1,0,TRUE
"3125",1,0,0.9,6,0,-2.30258509299405,1,1,1,0,TRUE
"3126",3,0,0.9,38,0,-2.30258509299405,11,1,1,0,FALSE
"3127",2,0,0.9,18,0,-2.30258509299405,6,1,1,0,FALSE
"3128",1,0,0.9,6,0,-2.30258509299405,1,1,1,0,TRUE
"3129",2,0,0.9,29,0,-2.30258509299405,6,1,1,0,FALSE
"3130",1,0,0.9,10,0,-2.30258509299405,1,1,1,0,TRUE
"3131",3,0,0.9,20,0,-2.30258509299405,11,1,1,0,FALSE
"3132",3,0,0.9,27,0,-2.30258509299405,11,1,1,0,FALSE
"3133",1,0,0.9,10,0,-2.30258509299405,1,1,1,0,TRUE
"3134",2,0,0.9,14,0,-2.30258509299405,6,1,1,0,FALSE
"3135",1,0,0.9,5,0,-2.30258509299405,1,1,1,0,TRUE
"3136",3,0,0.9,23,0,-2.30258509299405,11,1,1,0,FALSE
"3137",1,0,0.9,17,0,-2.30258509299405,1,1,1,0,TRUE
"3138",1,0,0.9,11,0,-2.30258509299405,1,1,1,0,TRUE
"3139",2,0,0.9,14,0,-2.30258509299405,6,1,1,0,FALSE
"3140",3,0,0.9,22,0,-2.30258509299405,11,1,1,0,FALSE
"3141",3,0,0.9,33,0,-2.30258509299405,11,1,1,0,FALSE
"3142",2,0,0.9,20,0,-2.30258509299405,6,1,1,0,FALSE
"3143",3,0,0.9,32,0,-2.30258509299405,11,1,1,0,FALSE
"3144",1,0,0.9,9,0,-2.30258509299405,1,1,1,0,TRUE
"3145",3,0,0.9,37,0,-2.30258509299405,11,1,1,0,FALSE
"3146",3,0,0.9,26,0,-2.30258509299405,11,1,1,0,FALSE
"3147",2,0,0.9,24,0,-2.30258509299405,6,1,1,0,FALSE
"3148",2,0,0.9,24,0,-2.30258509299405,6,1,1,0,FALSE
"3149",3,0,0.9,33,0,-2.30258509299405,11,1,1,0,FALSE
"3150",1,0,0.9,8,0,-2.30258509299405,1,1,1,0,TRUE
"3151",1,0,0.9,11,0,-2.30258509299405,1,1,1,0,TRUE
"3152",2,0,0.9,26,0,-2.30258509299405,6,1,1,0,FALSE
"3153",1,0,0.9,10,0,-2.30258509299405,1,1,1,0,TRUE
"3154",2,0,0.9,23,0,-2.30258509299405,6,1,1,0,FALSE
"3155",3,0,0.9,24,0,-2.30258509299405,11,1,1,0,FALSE
"3156",2,0,0.9,21,0,-2.30258509299405,6,1,1,0,FALSE
"3157",1,0,0.9,14,0,-2.30258509299405,1,1,1,0,TRUE
"3158",2,0,0.9,19,0,-2.30258509299405,6,1,1,0,FALSE
"3159",1,0,0.9,13,0,-2.30258509299405,1,1,1,0,TRUE
"3160",2,0,0.9,29,0,-2.30258509299405,6,1,1,0,FALSE
"3161",1,0,0.9,15,0,-2.30258509299405,1,1,1,0,TRUE
"3162",2,0,0.9,18,0,-2.30258509299405,6,1,1,0,FALSE
"3163",3,0,0.9,27,0,-2.30258509299405,11,1,1,0,FALSE
"3164",1,0,0.9,8,0,-2.30258509299405,1,1,1,0,TRUE
"3165",2,0,0.9,19,0,-2.30258509299405,6,1,1,0,FALSE
"3166",1,0,0.9,8,0,-2.30258509299405,1,1,1,0,TRUE
"3167",2,0,0.9,21,0,-2.30258509299405,6,1,1,0,FALSE
"3168",3,0,0.9,24,0,-2.30258509299405,11,1,1,0,FALSE
"3169",2,0,0.9,19,0,-2.30258509299405,6,1,1,0,FALSE
"3170",1,0,0.9,12,0,-2.30258509299405,1,1,1,0,TRUE
"3171",3,0,0.9,40,0,-2.30258509299405,11,1,1,0,FALSE
"3172",2,0,0.9,15,0,-2.30258509299405,6,1,1,0,FALSE
"3173",1,0,0.9,16,0,-2.30258509299405,1,1,1,0,TRUE
"3174",2,0,0.9,21,0,-2.30258509299405,6,1,1,0,FALSE
"3175",3,0,0.9,35,0,-2.30258509299405,11,1,1,0,FALSE
"3176",1,0,0.9,9,0,-2.30258509299405,1,1,1,0,TRUE
"3177",2,0,0.9,15,0,-2.30258509299405,6,1,1,0,FALSE
"3178",2,0,0.9,28,0,-2.30258509299405,6,1,1,0,FALSE
"3179",1,0,0.9,8,0,-2.30258509299405,1,1,1,0,TRUE
"3180",1,0,0.9,6,0,-2.30258509299405,1,1,1,0,TRUE
"3181",2,0,0.9,14,0,-2.30258509299405,6,1,1,0,FALSE
"3182",1,0,0.9,9,0,-2.30258509299405,1,1,1,0,TRUE
"3183",3,0,0.9,22,0,-2.30258509299405,11,1,1,0,FALSE
"3184",1,0,0.9,13,0,-2.30258509299405,1,1,1,0,TRUE
"3185",1,0,0.9,7,0,-2.30258509299405,1,1,1,0,TRUE
"3186",2,0,0.9,27,0,-2.30258509299405,6,1,1,0,FALSE
"3187",1,0,0.9,10,0,-2.30258509299405,1,1,1,0,TRUE
"3188",3,0,0.9,30,0,-2.30258509299405,11,1,1,0,FALSE
"3189",3,0,0.9,22,0,-2.30258509299405,11,1,1,0,FALSE
"3190",1,0,0.9,10,0,-2.30258509299405,1,1,1,0,TRUE
"3191",2,0,0.9,14,0,-2.30258509299405,6,1,1,0,FALSE
"3192",3,0,0.9,24,0,-2.30258509299405,11,1,1,0,FALSE
"3193",2,0,0.9,13,0,-2.30258509299405,6,1,1,0,FALSE
"3194",1,0,0.9,17,0,-2.30258509299405,1,1,1,0,TRUE
"3195",2,0,0.9,29,0,-2.30258509299405,6,1,1,0,FALSE
"3196",2,0,0.9,20,0,-2.30258509299405,6,1,1,0,FALSE
"3197",2,0,0.9,23,0,-2.30258509299405,6,1,1,0,FALSE
"3198",3,0,0.9,26,0,-2.30258509299405,11,1,1,0,FALSE
"3199",2,0,0.9,26,0,-2.30258509299405,6,1,1,0,FALSE
"3200",2,0,0.9,16,0,-2.30258509299405,6,1,1,0,FALSE
"3201",3,0,0.9,34,0,-2.30258509299405,11,1,1,0,FALSE
"3202",1,0,0.9,14,0,-2.30258509299405,1,1,1,0,TRUE
"3203",2,0,0.9,25,0,-2.30258509299405,6,1,1,0,FALSE
"3204",1,0,0.9,7,0,-2.30258509299405,1,1,1,0,TRUE
"3205",1,0,0.9,10,0,-2.30258509299405,1,1,1,0,TRUE
"3206",2,0,0.9,28,0,-2.30258509299405,6,1,1,0,FALSE
"3207",3,0,0.9,28,0,-2.30258509299405,11,1,1,0,FALSE
"3208",1,0,0.9,16,0,-2.30258509299405,1,1,1,0,TRUE
"3209",2,0,0.9,28,0,-2.30258509299405,6,1,1,0,FALSE
"3210",1,0,0.9,15,0,-2.30258509299405,1,1,1,0,TRUE
"3211",3,0,0.9,30,0,-2.30258509299405,11,1,1,0,FALSE
"3212",2,0,0.9,14,0,-2.30258509299405,6,1,1,0,FALSE
"3213",2,0,0.9,27,0,-2.30258509299405,6,1,1,0,FALSE
"3214",1,0,0.9,10,0,-2.30258509299405,1,1,1,0,TRUE
"3215",3,0,0.9,31,0,-2.30258509299405,11,1,1,0,FALSE
"3216",3,0,0.9,40,0,-2.30258509299405,11,1,1,0,FALSE
"3217",1,0,0.9,18,0,-2.30258509299405,1,1,1,0,TRUE
"3218",2,0,0.9,21,0,-2.30258509299405,6,1,1,0,FALSE
"3219",1,0,0.9,6,0,-2.30258509299405,1,1,1,0,TRUE
"3220",2,0,0.9,14,0,-2.30258509299405,6,1,1,0,FALSE
"3221",1,0,0.9,8,0,-2.30258509299405,1,1,1,0,TRUE
"3222",1,0,0.9,10,0,-2.30258509299405,1,1,1,0,TRUE
"3223",3,0,0.9,42,0,-2.30258509299405,11,1,1,0,FALSE
"3224",1,0,0.9,11,0,-2.30258509299405,1,1,1,0,TRUE
"3225",3,0,0.9,32,0,-2.30258509299405,11,1,1,0,FALSE
"3226",2,0,0.9,17,0,-2.30258509299405,6,1,1,0,FALSE
"3227",3,0,0.9,29,0,-2.30258509299405,11,1,1,0,FALSE
"3228",2,0,0.9,19,0,-2.30258509299405,6,1,1,0,FALSE
"3229",2,0,0.9,13,0,-2.30258509299405,6,1,1,0,FALSE
"3230",1,0,0.9,14,0,-2.30258509299405,1,1,1,0,TRUE
"3231",3,0,0.9,28,0,-2.30258509299405,11,1,1,0,FALSE
"3232",1,0,0.9,12,0,-2.30258509299405,1,1,1,0,TRUE
"3233",3,0,0.9,35,0,-2.30258509299405,11,1,1,0,FALSE
"3234",1,0,0.9,7,0,-2.30258509299405,1,1,1,0,TRUE
"3235",3,0,0.9,36,0,-2.30258509299405,11,1,1,0,FALSE
"3236",1,0,0.9,10,0,-2.30258509299405,1,1,1,0,TRUE
"3237",2,0,0.9,19,0,-2.30258509299405,6,1,1,0,FALSE
"3238",3,0,0.9,27,0,-2.30258509299405,11,1,1,0,FALSE
"3239",1,0,0.9,18,0,-2.30258509299405,1,1,1,0,TRUE
"3240",3,0,0.9,22,0,-2.30258509299405,11,1,1,0,FALSE
"3241",2,0,0.9,19,0,-2.30258509299405,6,1,1,0,FALSE
"3242",1,0,0.9,11,0,-2.30258509299405,1,1,1,0,TRUE
"3243",3,0,0.9,35,0,-2.30258509299405,11,1,1,0,FALSE
"3244",2,0,0.9,19,0,-2.30258509299405,6,1,1,0,FALSE
"3245",1,0,0.9,9,0,-2.30258509299405,1,1,1,0,TRUE
"3246",2,0,0.9,13,0,-2.30258509299405,6,1,1,0,FALSE
"3247",1,0,0.9,14,0,-2.30258509299405,1,1,1,0,TRUE
"3248",2,0,0.9,22,0,-2.30258509299405,6,1,1,0,FALSE
"3249",1,0,0.9,7,0,-2.30258509299405,1,1,1,0,TRUE
"3250",1,0,0.9,13,0,-2.30258509299405,1,1,1,0,TRUE
"3251",2,0,0.9,21,0,-2.30258509299405,6,1,1,0,FALSE
"3252",3,0,0.9,33,0,-2.30258509299405,11,1,1,0,FALSE
"3253",3,0,0.9,40,0,-2.30258509299405,11,1,1,0,FALSE
"3254",2,0,0.9,17,0,-2.30258509299405,6,1,1,0,FALSE
"3255",1,0,0.9,9,0,-2.30258509299405,1,1,1,0,TRUE
"3256",2,0,0.9,25,0,-2.30258509299405,6,1,1,0,FALSE
"3257",1,0,0.9,8,0,-2.30258509299405,1,1,1,0,TRUE
"3258",2,0,0.9,19,0,-2.30258509299405,6,1,1,0,FALSE
"3259",1,0,0.9,8,0,-2.30258509299405,1,1,1,0,TRUE
"3260",2,0,0.9,17,0,-2.30258509299405,6,1,1,0,FALSE
"3261",1,0,0.9,4,0,-2.30258509299405,1,1,1,0,TRUE
"3262",1,0,0.9,9,0,-2.30258509299405,1,1,1,0,TRUE
"3263",2,0,0.9,18,0,-2.30258509299405,6,1,1,0,FALSE
"3264",3,0,0.9,29,0,-2.30258509299405,11,1,1,0,FALSE
"3265",2,0,0.9,24,0,-2.30258509299405,6,1,1,0,FALSE
"3266",1,0,0.9,11,0,-2.30258509299405,1,1,1,0,TRUE
"3267",2,0,0.9,17,0,-2.30258509299405,6,1,1,0,FALSE
"3268",1,0,0.9,12,0,-2.30258509299405,1,1,1,0,TRUE
"3269",3,0,0.9,34,0,-2.30258509299405,11,1,1,0,FALSE
"3270",3,0,0.9,22,0,-2.30258509299405,11,1,1,0,FALSE
"3271",1,0,0.9,16,0,-2.30258509299405,1,1,1,0,TRUE
"3272",1,0,0.9,8,0,-2.30258509299405,1,1,1,0,TRUE
"3273",3,0,0.9,33,0,-2.30258509299405,11,1,1,0,FALSE
"3274",2,0,0.9,17,0,-2.30258509299405,6,1,1,0,FALSE
"3275",3,0,0.9,35,0,-2.30258509299405,11,1,1,0,FALSE
"3276",1,0,0.9,10,0,-2.30258509299405,1,1,1,0,TRUE
"3277",3,0,0.9,35,0,-2.30258509299405,11,1,1,0,FALSE
"3278",2,0,0.9,18,0,-2.30258509299405,6,1,1,0,FALSE
"3279",3,0,0.9,34,0,-2.30258509299405,11,1,1,0,FALSE
"3280",1,0,0.9,10,0,-2.30258509299405,1,1,1,0,TRUE
"3281",3,0,0.9,35,0,-2.30258509299405,11,1,1,0,FALSE
"3282",2,0,0.9,17,0,-2.30258509299405,6,1,1,0,FALSE
"3283",1,0,0.9,10,0,-2.30258509299405,1,1,1,0,TRUE
"3284",1,0,0.9,14,0,-2.30258509299405,1,1,1,0,TRUE
"3285",3,0,0.9,22,0,-2.30258509299405,11,1,1,0,FALSE
"3286",1,0,0.9,13,0,-2.30258509299405,1,1,1,0,TRUE
"3287",2,0,0.9,13,0,-2.30258509299405,6,1,1,0,FALSE
"3288",3,0,0.9,33,0,-2.30258509299405,11,1,1,0,FALSE
"3289",1,0,0.9,7,0,-2.30258509299405,1,1,1,0,TRUE
"3290",3,0,0.9,27,0,-2.30258509299405,11,1,1,0,FALSE
"3291",1,0,0.9,10,0,-2.30258509299405,1,1,1,0,TRUE
"3292",3,0,0.9,29,0,-2.30258509299405,11,1,1,0,FALSE
"3293",2,0,0.9,18,0,-2.30258509299405,6,1,1,0,FALSE
"3294",3,0,0.9,33,0,-2.30258509299405,11,1,1,0,FALSE
"3295",1,0,0.9,11,0,-2.30258509299405,1,1,1,0,TRUE
"3296",3,0,0.9,23,0,-2.30258509299405,11,1,1,0,FALSE
"3297",2,0,0.9,20,0,-2.30258509299405,6,1,1,0,FALSE
"3298",3,0,0.9,27,0,-2.30258509299405,11,1,1,0,FALSE
"3299",2,0,0.9,20,0,-2.30258509299405,6,1,1,0,FALSE
"3300",3,0,0.9,27,0,-2.30258509299405,11,1,1,0,FALSE
"3301",2,0,0.9,16,0,-2.30258509299405,6,1,1,0,FALSE
"3302",1,0,0.9,11,0,-2.30258509299405,1,1,1,0,TRUE
"3303",3,0,0.9,21,0,-2.30258509299405,11,1,1,0,FALSE
"3304",2,0,0.9,19,0,-2.30258509299405,6,1,1,0,FALSE
"3305",3,0,0.9,37,0,-2.30258509299405,11,1,1,0,FALSE
"3306",1,0,0.9,10,0,-2.30258509299405,1,1,1,0,TRUE
"3307",1,0,0.9,5,0,-2.30258509299405,1,1,1,0,TRUE
"3308",2,0,0.9,23,0,-2.30258509299405,6,1,1,0,FALSE
"3309",3,0,0.9,23,0,-2.30258509299405,11,1,1,0,FALSE
"3310",1,0,0.9,7,0,-2.30258509299405,1,1,1,0,TRUE
"3311",2,0,0.9,14,0,-2.30258509299405,6,1,1,0,FALSE
"3312",3,0,0.9,23,0,-2.30258509299405,11,1,1,0,FALSE
"3313",1,0,0.9,9,0,-2.30258509299405,1,1,1,0,TRUE
"3314",3,0,0.9,20,0,-2.30258509299405,11,1,1,0,FALSE
"3315",2,0,0.9,22,0,-2.30258509299405,6,1,1,0,FALSE
"3316",3,0,0.9,34,0,-2.30258509299405,11,1,1,0,FALSE
"3317",2,0,0.9,26,0,-2.30258509299405,6,1,1,0,FALSE
"3318",3,0,0.9,38,0,-2.30258509299405,11,1,1,0,FALSE
"3319",1,0,0.9,10,0,-2.30258509299405,1,1,1,0,TRUE
"3320",2,0,0.9,20,0,-2.30258509299405,6,1,1,0,FALSE
"3321",2,0,0.9,27,0,-2.30258509299405,6,1,1,0,FALSE
"3322",3,0,0.9,34,0,-2.30258509299405,11,1,1,0,FALSE
"3323",1,0,0.9,16,0,-2.30258509299405,1,1,1,0,TRUE
"3324",3,0,0.9,42,0,-2.30258509299405,11,1,1,0,FALSE
"3325",1,0,0.9,11,0,-2.30258509299405,1,1,1,0,TRUE
"3326",2,0,0.9,24,0,-2.30258509299405,6,1,1,0,FALSE
"3327",2,0,0.9,19,0,-2.30258509299405,6,1,1,0,FALSE
"3328",3,0,0.9,26,0,-2.30258509299405,11,1,1,0,FALSE
"3329",1,0,0.9,8,0,-2.30258509299405,1,1,1,0,TRUE
"3330",2,0,0.9,15,0,-2.30258509299405,6,1,1,0,FALSE
"3331",3,0,0.9,30,0,-2.30258509299405,11,1,1,0,FALSE
"3332",2,0,0.9,22,0,-2.30258509299405,6,1,1,0,FALSE
"3333",3,0,0.9,36,0,-2.30258509299405,11,1,1,0,FALSE
"3334",1,0,0.9,6,0,-2.30258509299405,1,1,1,0,TRUE
"3335",2,0,0.9,19,0,-2.30258509299405,6,1,1,0,FALSE
"3336",1,0,0.9,11,0,-2.30258509299405,1,1,1,0,TRUE
"3337",2,0,0.9,14,0,-2.30258509299405,6,1,1,0,FALSE
"3338",2,0,0.9,16,0,-2.30258509299405,6,1,1,0,FALSE
"3339",1,0,0.9,7,0,-2.30258509299405,1,1,1,0,TRUE
"3340",2,0,0.9,18,0,-2.30258509299405,6,1,1,0,FALSE
"3341",1,0,0.9,13,0,-2.30258509299405,1,1,1,0,TRUE
"3342",3,0,0.9,18,0,-2.30258509299405,11,1,1,0,FALSE
"3343",1,0,0.9,8,0,-2.30258509299405,1,1,1,0,TRUE
"3344",2,0,0.9,25,0,-2.30258509299405,6,1,1,0,FALSE
"3345",3,0,0.9,25,0,-2.30258509299405,11,1,1,0,FALSE
"3346",3,0,0.9,20,0,-2.30258509299405,11,1,1,0,FALSE
"3347",2,0,0.9,28,0,-2.30258509299405,6,1,1,0,FALSE
"3348",2,0,0.9,26,0,-2.30258509299405,6,1,1,0,FALSE
"3349",3,0,0.9,34,0,-2.30258509299405,11,1,1,0,FALSE
"3350",1,0,0.9,12,0,-2.30258509299405,1,1,1,0,TRUE
"3351",3,0,0.9,28,0,-2.30258509299405,11,1,1,0,FALSE
"3352",2,0,0.9,25,0,-2.30258509299405,6,1,1,0,FALSE
"3353",3,0,0.9,29,0,-2.30258509299405,11,1,1,0,FALSE
"3354",2,0,0.9,18,0,-2.30258509299405,6,1,1,0,FALSE
"3355",1,0,0.9,9,0,-2.30258509299405,1,1,1,0,TRUE
"3356",2,0,0.9,13,0,-2.30258509299405,6,1,1,0,FALSE
"3357",1,0,0.9,11,0,-2.30258509299405,1,1,1,0,TRUE
"3358",3,0,0.9,30,0,-2.30258509299405,11,1,1,0,FALSE
"3359",1,0,0.9,13,0,-2.30258509299405,1,1,1,0,TRUE
"3360",2,0,0.9,25,0,-2.30258509299405,6,1,1,0,FALSE
"3361",1,0,0.9,10,0,-2.30258509299405,1,1,1,0,TRUE
"3362",3,0,0.9,29,0,-2.30258509299405,11,1,1,0,FALSE
"3363",1,0,0.9,9,0,-2.30258509299405,1,1,1,0,TRUE
"3364",3,0,0.9,25,0,-2.30258509299405,11,1,1,0,FALSE
"3365",2,0,0.9,16,0,-2.30258509299405,6,1,1,0,FALSE
"3366",3,0,0.9,30,0,-2.30258509299405,11,1,1,0,FALSE
"3367",3,0,0.9,31,0,-2.30258509299405,11,1,1,0,FALSE
"3368",1,0,0.9,8,0,-2.30258509299405,1,1,1,0,TRUE
"3369",2,0,0.9,19,0,-2.30258509299405,6,1,1,0,FALSE
"3370",1,0,0.9,15,0,-2.30258509299405,1,1,1,0,TRUE
"3371",2,0,0.9,25,0,-2.30258509299405,6,1,1,0,FALSE
"3372",1,0,0.9,13,0,-2.30258509299405,1,1,1,0,TRUE
"3373",3,0,0.9,28,0,-2.30258509299405,11,1,1,0,FALSE
"3374",1,0,0.9,10,0,-2.30258509299405,1,1,1,0,TRUE
"3375",3,0,0.9,29,0,-2.30258509299405,11,1,1,0,FALSE
"3376",2,0,0.9,22,0,-2.30258509299405,6,1,1,0,FALSE
"3377",3,0,0.9,29,0,-2.30258509299405,11,1,1,0,FALSE
"3378",2,0,0.9,15,0,-2.30258509299405,6,1,1,0,FALSE
"3379",3,0,0.9,29,0,-2.30258509299405,11,1,1,0,FALSE
"3380",1,0,0.9,13,0,-2.30258509299405,1,1,1,0,TRUE
"3381",2,0,0.9,18,0,-2.30258509299405,6,1,1,0,FALSE
